Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Orlando Romero,TBR,22,0,0,6.136349538,8,0,0,0,0,0,,14.2,69,19,10,10,2,7,0,1,4,0,15,sa827251
Kyle Kubat,CHW,26,11,5,3.633246297,24,24,1,0,0,0,,126.1,512,114,60,51,9,29,0,5,7,0,89,sa827380
David Speer,CLE,26,3,3,2.064704724,33,4,0,0,2,0,,56.2,219,44,17,13,5,19,3,0,1,0,44,sa827385
Trey Cochran-Gill,OAK,26,3,6,5.308982905,44,2,0,0,4,5,,59.1,265,61,37,35,9,36,6,5,7,1,45,sa827389
Andrew Istler,WSN,26,1,2,0.75,26,0,0,0,2,0,,36,147,30,6,3,0,10,0,1,2,0,47,sa827457
Lucas Long,BAL,26,0,2,9.529440098,7,1,0,0,0,0,,11.1,56,19,14,12,1,4,0,0,0,0,8,sa827466
Jared Miller,ARI,25,0,0,5.558825089,10,0,0,0,0,0,,11.1,57,10,9,7,0,12,0,2,3,0,13,sa827467
Jeremy Rhoades,LAA,26,3,2,7.016949153,43,0,0,0,5,1,,59,272,60,48,46,11,35,0,4,4,0,74,sa827471
Andro Cutura,MIN,25,2,4,5.04,15,10,0,0,0,1,,50,227,62,34,28,3,14,1,5,5,1,35,sa827476
Michael Matuella,TEX,25,5,2,4.039373112,39,0,0,0,4,3,,42.1,199,42,22,19,0,31,1,3,6,0,52,sa827490
Jordan Minch,CHC,25,6,5,4.57894508,45,0,0,0,3,5,,57,256,51,37,29,7,26,1,6,5,1,53,sa827492
Manuel Rodriguez,CHC,22,1,3,3.446808511,35,0,0,0,2,1,,47,197,43,23,18,1,17,0,1,3,1,65,sa827607
Luis Rosario,TEX,22,5,1,2.755102041,12,1,0,0,0,0,,49,203,46,19,15,3,10,0,0,3,1,40,sa827956
Carlos Hernandez,NYM,24,1,4,4.325240476,38,0,0,0,1,3,,68.2,286,58,36,33,4,25,0,7,7,0,60,sa827961
Hansel Paulino,HOU,23,2,2,1.74193602,6,0,0,0,0,0,,10.1,42,7,6,2,1,3,0,0,2,0,14,sa828144
Arnaldo Hernandez,KCR,23,6,10,5.595840433,26,24,0,0,0,0,,128.2,588,163,102,80,26,52,1,8,2,1,85,sa828154
Yeudy Garcia,PIT,26,1,2,6.096774194,33,2,0,0,1,2,,62,288,76,45,42,4,34,1,4,10,2,53,sa828169
Henry Martinez,CLE,25,2,3,4.374306477,47,0,0,0,4,3,,59.2,253,54,31,29,4,29,1,1,5,0,48,sa828216
Ofelky Peralta,BAL,22,9,5,4.034482891,25,23,0,0,1,0,,116,500,102,55,52,10,59,0,6,9,1,119,sa828239
Nelson Leon,NYM,24,3,2,5.34375,23,0,0,0,5,0,,32,132,29,20,19,3,10,2,2,7,0,42,sa828241
Jose Taveras,PHI,25,5,3,4.896375622,18,12,0,0,0,0,,64.1,276,68,37,35,9,19,0,11,2,0,39,sa828246
Marcos Encarnacion,CHC,23,5,0,0.870967742,17,0,0,0,5,1,,31,110,13,7,3,2,2,1,1,2,1,40,sa828260
Diomar Lopez,CIN,22,4,1,2.720930233,28,0,0,0,2,0,,43,180,40,17,13,1,9,0,3,4,0,53,sa828277
Yan Sanchez,ARI,22,2,3,5.323942947,20,0,0,0,1,2,,23.2,115,28,17,14,0,15,0,2,9,1,27,sa828285
Luis Madero,LAA,22,6,11,5.0252349,24,22,0,0,0,0,,105.2,477,132,67,59,11,31,0,6,4,0,98,sa828288
Enmanuel De Jesus,BOS,22,9,9,3.581623312,24,24,1,0,0,0,,130.2,568,140,66,52,5,42,1,10,6,1,122,sa828317
Steven Fuentes,WSN,22,6,5,2.231404079,23,11,0,0,1,0,,80.2,339,71,25,20,1,22,1,4,3,0,89,sa828326
Aneuris Rosario,CHC,24,1,3,2.596154322,12,0,0,0,0,1,,17.1,74,16,10,5,1,8,1,0,1,0,20,sa828343
Gabriel Valdez,HOU,23,3,2,4.628571429,12,2,0,0,1,1,,35,150,27,20,18,9,19,1,4,2,0,29,sa828365
Franyel Casadilla,STL,22,6,4,5.210526316,27,8,0,0,0,2,,76,338,94,50,44,11,24,0,4,1,3,61,sa828384
Jeyner Baez,MIL,23,1,3,4.32000412,18,0,0,0,2,0,,33.1,148,34,21,16,2,12,0,4,7,0,36,sa828411
Joan Baez,WSN,24,4,3,3.392668361,46,0,0,0,5,1,,63.2,275,55,30,24,6,32,1,2,6,0,50,sa828412
Franco Terrero,KCR,24,2,5,5.075191609,43,0,0,0,7,5,,44.1,209,53,30,25,5,24,2,1,2,0,48,sa828421
Jesus Monserratt,OAK,22,1,1,6.107142857,17,0,0,0,0,0,,28,134,38,25,19,5,9,0,3,8,1,32,sa828449
Daniel Alvarez,NYY,23,7,2,2.288136696,47,0,0,0,21,3,,59,244,41,17,15,4,23,1,2,4,0,76,sa828462
Jose Martinez,MIN,22,8,3,2.984212024,35,0,0,0,2,3,,63.1,264,49,25,21,2,29,1,6,4,0,48,sa828472
Angel Guillen,WSN,22,1,3,3.272727192,29,2,0,0,6,2,,77,325,64,34,28,4,25,0,5,7,1,87,sa828481
Jhonathan Diaz,BOS,22,9,8,3.8571531,27,27,0,0,0,0,,128.1,562,121,63,55,6,54,0,19,10,0,118,sa828483
Harol Gonzalez,NYM,24,12,4,3.007265395,25,23,0,0,0,0,,137.2,552,116,49,46,20,33,3,6,7,0,112,sa828505
Daniel Ramos,NYY,24,1,0,1.483518132,20,0,0,0,5,0,,30.1,120,19,5,5,3,6,0,3,3,0,28,sa828512
Aneurys Zabala,CIN,22,1,2,5.631905136,39,0,0,0,0,2,,54.1,253,57,39,34,3,27,0,10,8,1,48,sa828514
Dilmer Mejia,ATL,21,8,5,2.661979325,27,14,0,0,1,1,,118.1,482,108,44,35,8,24,0,3,6,1,96,sa828518
Abdiel Saldana,HOU,23,2,2,3.666670787,8,6,0,0,0,0,,27,119,30,12,11,0,11,0,1,2,0,25,sa828523
Enrique Perez,STL,21,2,3,5.014292956,19,0,0,0,1,1,,23.1,116,23,17,13,1,17,0,5,4,0,29,sa828529
Felix Tati,CLE,22,3,1,4.643314922,32,0,0,0,0,1,,52.1,224,52,31,27,6,19,0,3,4,0,60,sa828538
Jhon Peluffo,BAL,22,1,4,2.490293637,33,0,0,0,5,2,,68.2,281,42,25,19,2,31,1,2,8,0,67,sa828540
Deiyerbert Bolivar,SFG,23,3,1,1.140843446,19,0,0,0,3,1,,23.2,107,19,6,3,0,13,1,3,5,1,26,sa828545
Junior Gonzalez,STL,22,3,6,6.5,18,7,0,0,1,1,,54,257,72,46,39,6,21,0,3,6,0,37,sa828546
Jose Nin,CHW,24,5,3,4.129411524,41,0,0,0,9,2,,56.2,246,61,31,26,6,23,0,2,9,2,45,sa828548
Breiling Eusebio,COL,22,1,4,5.869570085,12,12,0,0,0,0,,38.1,175,43,30,25,1,18,0,2,5,2,27,sa828552
Marcos Diplan,MIN,22,3,5,4.849512318,38,7,0,0,3,1,,68.2,303,57,39,37,7,44,0,3,9,0,73,sa828590
Luis Mora,ATL,24,2,0,3.530771821,30,0,0,0,3,1,,43.1,192,29,22,17,3,37,0,1,13,4,62,sa828591
Cristopher Molina,LAA,22,5,11,3.627907084,26,22,0,0,0,0,,129,553,123,66,52,9,43,0,12,9,0,122,sa828598
Juan Nunez,TOR,23,0,1,4.558435574,18,0,0,0,1,1,,25.2,114,27,15,13,5,9,0,1,6,1,30,sa828600
Tyler Kolek,MIA,23,0,1,9.219516484,15,0,0,0,0,0,,13.2,76,8,14,14,0,27,0,1,9,0,20,sa828660
Kodi Medeiros,CHW,23,4,8,5.096385542,28,9,0,0,0,0,,83,381,80,56,47,11,51,1,11,8,0,75,sa828664
Grant Holmes,OAK,23,6,5,3.23165878,23,17,0,0,0,1,,86.1,356,77,35,31,10,28,0,5,6,0,81,sa828669
Spencer Adams,CHW,23,1,0,8,5,3,0,0,0,1,,18,96,35,21,16,4,8,0,1,2,0,10,sa828687
Joe Gatto,LAA,24,5,4,4.803683792,32,0,0,0,3,0,,54.1,250,63,33,29,2,28,0,0,10,0,57,sa828693
Cody Reed,ARI,23,2,1,0.69230768,7,2,0,0,0,0,,13,54,7,2,1,0,7,0,0,0,0,16,sa828694
Ronnie Williams,STL,23,5,5,4.011430889,44,0,0,0,2,2,,58.1,261,56,27,26,9,29,2,2,6,1,58,sa828702
Trey Supak,MIL,23,12,6,3.596062022,27,27,1,1,0,0,,152.2,614,125,64,61,12,32,1,10,2,2,118,sa828707
Jhenderson Hurtado,OAK,23,4,2,2.275282191,16,7,0,0,2,0,,59.1,249,39,19,15,2,27,1,9,4,1,77,sa828710
Jorge Martinez,OAK,23,5,2,3.669906311,17,0,0,0,1,0,,34.1,155,31,17,14,2,15,1,5,6,0,47,sa828711
Alejandro Requena,PHI,22,9,10,4.85840708,23,21,1,0,0,0,,113,492,116,67,61,12,38,0,12,7,0,106,sa828724
Carlos Luna,MIL,22,3,4,3.464603407,15,15,0,0,0,0,,75.1,307,74,34,29,9,11,0,1,8,0,75,sa828727
Hector Guance,BAL,23,9,6,4.333333333,24,22,0,0,0,0,,108,481,87,60,52,4,66,0,18,23,2,94,sa828746
Cristopher Sanchez,TBR,22,4,1,2.259912942,24,10,0,0,2,2,,75.2,308,58,23,19,3,26,1,6,7,1,73,sa828749
Nick Wells,SEA,23,2,2,5.684222623,11,5,0,0,1,0,,31.2,144,36,24,20,2,14,0,1,4,0,32,sa828791
Brian Gonzalez,BAL,23,2,2,3.374997787,24,1,0,0,2,0,,53.1,217,39,21,20,9,15,0,2,5,1,53,sa828794
Jake Cosart,BOS,25,1,4,1.723404438,25,0,0,0,5,1,,31.1,127,19,11,6,1,17,1,5,2,1,36,sa828802
Trevor Megill,SDP,25,2,2,3.85714508,39,0,0,0,6,1,,60.2,261,63,29,26,5,22,0,2,6,1,87,sa828803
Michael Mader,ATL,25,2,2,9.236817533,7,0,0,0,0,1,,12.2,67,15,15,13,1,11,1,1,0,0,10,sa828804
Sam Clay,MIN,26,4,4,3.245189243,45,1,0,0,10,3,,69.1,302,70,30,25,0,28,4,6,5,0,72,sa828815
Nelson Hernandez,MIL,22,11,10,4.635719862,27,26,1,0,0,0,,143.2,625,152,78,74,14,50,1,6,4,0,102,sa828823
Ismael Cabrera,PHI,25,3,1,1.35000206,15,0,0,0,1,0,,20,80,10,4,3,1,10,4,2,3,0,17,sa828835
Isrrael De La Cruz,DET,22,0,0,3.292674808,12,0,0,0,2,0,,13.2,53,5,5,5,1,5,0,1,1,0,14,sa828863
Blake Bivens,TBR,23,4,0,3.947368421,27,3,0,0,1,0,,57,254,54,29,25,5,39,1,1,5,0,33,sa828880
Sam Hentges,CLE,22,2,13,5.106204093,26,26,0,0,0,0,,128.2,588,148,89,73,11,64,0,1,9,0,126,sa828881
Justin Steele,CHC,23,0,6,5.586202304,11,11,0,0,0,0,,38.2,170,45,24,24,3,20,0,1,2,0,42,sa828960
Felix Paulino,CHW,24,3,2,3.857142857,6,5,0,0,0,0,,35,154,36,16,15,5,13,0,3,1,0,30,sa828972
Lane Ratliff,ARI,24,1,0,0.642857143,3,1,0,0,0,0,,14,52,9,1,1,0,4,0,0,0,0,11,sa829005
Jake Latz,TEX,23,7,1,1.62295082,13,13,0,0,0,0,,61,239,33,16,11,2,25,0,1,2,0,74,sa829008
Grayson Huffman,TOR,24,3,1,3.857139104,25,0,0,0,4,1,,32.2,148,31,15,14,0,20,0,4,4,1,41,sa829012
Jared Robinson,CLE,24,3,7,3.342857143,40,0,0,0,8,0,,70,304,56,32,26,7,35,2,4,7,0,97,sa829022
Connor Walsh,CHW,26,2,2,5.108113533,44,0,0,0,5,1,,61.2,284,61,39,35,5,37,0,2,7,0,64,sa829031
Emilio Ogando,KCR,25,1,3,5.201834618,37,2,0,0,1,1,,72.2,307,73,43,42,4,23,2,5,5,0,78,sa829049
Erik Manoah Jr.,LAA,23,1,1,11.7,8,0,0,0,0,1,,10,51,14,13,13,2,8,0,0,2,0,13,sa829063
Yoan Aybar,BOS,21,1,3,4.605879769,44,0,0,0,0,2,,56.2,253,36,32,29,1,41,0,3,11,2,70,sa829086
Sam McWilliams,TBR,23,7,9,4.101264714,26,19,0,0,0,0,,131.2,583,152,66,60,10,47,1,16,13,0,109,sa829124
Bo Way,LAA,27,0,2,4.725001211,14,0,0,0,0,0,,13.1,64,14,9,7,0,8,0,1,3,0,12,sa829126
Mike Franco,TBR,27,5,0,4.5,24,0,0,0,1,0,,38,162,33,19,19,5,19,0,2,1,1,41,sa829140
Connor Overton,SFG,25,3,0,3.621955685,14,0,0,0,0,0,,27.1,120,33,16,11,3,11,0,0,7,1,25,sa829179
Tanner Banks,CHW,27,6,7,4.192116402,30,21,0,0,1,0,,126.2,529,136,69,59,12,22,0,5,0,0,88,sa829193
T.J. Weir,SDP,27,2,4,6.096778883,9,9,0,0,0,0,,41.1,202,61,36,28,1,25,0,3,5,3,44,sa829207
Jean Cosme,SDP,23,4,1,4.153852027,32,1,0,0,3,2,,47.2,207,48,25,22,3,20,1,2,1,0,53,sa829216
Garrett Cave,SFG,22,0,5,4.95,26,5,0,0,2,1,,40,203,28,26,22,0,48,1,11,8,1,47,sa829217
Dustin Beggs,MIA,26,9,5,4.406526743,22,21,0,0,0,0,,112.1,485,131,57,55,14,34,0,6,5,3,89,sa829242
Mac Marshall,SFG,23,3,0,1.928571429,9,0,0,0,0,0,,14,60,11,3,3,0,8,0,1,2,0,14,sa829246
J.B. Bukauskas,ARI,22,2,5,5.438846831,22,16,0,0,1,2,,92.2,416,91,63,56,8,59,0,2,9,0,109,sa829263
Devon Fisher,BOS,23,3,4,6.950508963,24,0,0,0,1,0,,33.2,162,37,29,26,5,21,0,8,5,0,38,sa829287
Benton Moss,TBR,26,3,0,1.285714286,6,0,0,0,3,1,,14,54,12,3,2,0,2,0,1,0,0,13,sa829290
McKenzie Mills,MIA,23,1,8,5.357142857,28,9,0,0,2,1,,84,369,90,54,50,14,32,0,4,4,2,74,sa829294
Blake Drake,STL,25,0,1,10.12499698,10,3,0,0,0,1,,10.2,54,14,16,12,1,10,1,0,4,0,10,sa829329
Luke Eubank,CLE,25,1,1,7.243884579,9,0,0,0,0,0,,13.2,64,17,15,11,2,7,1,0,0,0,17,sa829342
Caleb Dirks,ATL,26,2,2,1.8,12,3,0,0,1,1,,20,76,15,8,4,0,3,0,0,1,0,16,sa829346
Vinny Nittoli,TOR,28,3,6,5.489008113,34,4,0,0,2,2,,60.2,263,61,48,37,7,17,0,2,5,0,60,sa829353
Tyler Carpenter,LAA,27,1,4,4.271188512,14,11,0,0,0,0,,59,251,60,37,28,9,18,0,3,6,0,43,sa829365
Zach Pop,BAL,22,1,0,0.843747335,8,0,0,0,0,1,,10.2,44,7,1,1,0,4,0,2,1,0,11,sa829370
Kolton Mahoney,MIA,27,6,5,3.302752351,31,12,0,0,1,1,,109,459,97,43,40,7,38,1,11,7,0,108,sa829372
Jaimito Lebron,OAK,22,2,1,3.857145246,35,1,0,0,0,2,,51.1,223,50,27,22,2,24,0,6,3,2,50,sa829379
Gabe Klobosits,WSN,24,0,0,2.0250028,18,0,0,0,0,0,,26.2,104,16,6,6,1,11,0,1,1,0,19,sa829389
Zach Hedges,CHC,26,1,0,4.207786684,8,4,0,0,0,0,,25.2,103,27,12,12,2,3,0,0,1,0,16,sa829393
Cre Finfrock,TOR,23,1,1,3.889833652,34,0,0,0,18,0,,39.1,165,31,18,17,5,16,0,4,3,0,52,sa829399
Brennan Bernardino,CLE,27,1,1,4.764707219,5,0,0,0,0,0,,11.1,53,13,7,6,1,5,0,2,1,0,8,sa829409
Zach Warren,PHI,23,1,3,3.3,40,0,0,0,7,3,,60,257,43,25,22,2,38,0,1,15,0,80,sa829420
Jake Paulson,CLE,27,11,8,3.916039486,28,20,0,0,0,0,,131,563,143,67,57,8,41,1,4,7,0,80,sa829444
Connor Seabold,PHI,23,4,2,2.236686526,12,11,0,0,0,0,,56.1,222,46,16,14,3,11,0,4,1,1,58,sa829464
Argenis Angulo,CLE,25,4,2,3.446806657,48,1,0,0,5,3,,62.2,265,43,26,24,7,38,5,1,6,2,88,sa829470
Brendan McCurry,HOU,27,3,5,4.228918092,37,1,0,0,6,2,,55.1,240,47,26,26,9,23,0,9,1,1,68,sa829486
Spenser Watkins,DET,26,9,7,6.065217224,27,24,0,0,0,0,,138,608,159,94,93,26,44,0,5,5,0,121,sa829520
Dylan Thompson,BOS,26,7,8,5.282608696,20,17,1,0,0,2,,92,421,127,61,54,2,30,0,6,9,0,58,sa829545
Turner Larkins,TOR,23,5,6,4.484430723,25,14,0,0,0,0,,96.1,424,116,51,48,8,28,0,3,6,0,80,sa829565
Tyler Schimpf,SFG,23,6,1,3.277460478,32,1,0,0,4,1,,57.2,242,36,21,21,3,34,1,2,10,1,81,sa829573
Cameron Bishop,BAL,23,2,9,4.67154056,24,22,0,0,0,0,,113.2,506,113,62,59,10,61,0,5,5,1,109,sa829601
Andre Jackson,LAD,23,7,2,3.061048311,25,25,0,0,0,0,,114.2,483,90,43,39,6,57,0,6,13,1,141,sa829605
Brad Bass,DET,23,5,4,3.516277416,16,10,0,0,1,0,,71.2,301,72,28,28,7,20,0,1,3,0,61,sa829618
Tyler Herb,BAL,27,8,10,5.824870107,26,23,0,0,0,0,,131.1,604,157,96,85,25,57,1,9,5,1,108,sa829625
Matt Blackham,NYM,26,8,2,2.602406559,40,0,0,0,6,4,,55.1,226,31,20,16,5,28,3,2,8,0,70,sa829631
Alex Klonowski,LAA,27,1,9,10.54011233,16,9,0,0,0,0,,62.1,316,107,77,73,15,26,0,6,7,0,31,sa829634
Cody Stull,OAK,27,2,3,2.899327003,37,0,0,0,1,3,,49.2,208,44,17,16,1,18,1,2,4,0,47,sa829651
Bryan Dobzanski,STL,23,3,3,2.842106773,46,1,0,0,8,2,,57,238,46,21,18,6,30,2,2,0,0,66,sa829656
Zach Lewis,CHW,24,6,8,5.82673002,28,18,1,0,0,0,,109.2,500,126,80,71,9,41,0,17,6,1,97,sa829666
Jonathan Teaney,CLE,23,3,2,2.765061829,46,0,0,0,4,0,,55.1,249,53,25,17,6,35,1,4,6,0,53,sa829674
Michael Baumann,BAL,23,7,6,2.975806452,24,22,2,2,1,0,,124,492,85,43,41,4,45,0,1,7,0,142,sa829681
Will Carter,NYY,26,2,3,5.453207248,38,1,0,0,2,1,,67.2,317,68,43,41,5,42,0,8,6,0,43,sa829689
Justin Ferrell,HOU,25,3,2,6.872720912,24,1,0,0,1,1,,36.2,173,37,28,28,4,28,0,1,4,0,31,sa829707
Lucas Gilbreath,COL,23,5,10,5.8125,28,28,0,0,0,0,,144,665,168,109,93,22,74,1,9,9,0,143,sa829720
Will Gaddis,COL,23,10,7,5.856164384,27,27,0,0,0,0,,146,663,189,109,95,20,48,0,1,4,2,79,sa829731
Eugenio Palma,CHC,22,5,4,3.838235294,38,0,0,0,5,1,,68,292,59,34,29,5,32,2,4,7,0,61,sa829746
Keith Rogalla,LAA,23,1,6,7.065413886,13,10,0,0,0,0,,35.2,173,46,32,28,1,22,0,1,2,0,43,sa829753
Mayky Perez,LAA,22,1,5,5.912404643,30,0,0,0,5,3,,45.2,203,43,35,30,5,26,0,2,8,0,52,sa829767
John Gavin,SFG,23,2,8,5.37804878,34,8,0,0,1,1,,82,383,92,55,49,6,45,5,8,7,0,87,sa829790
Jeff Bain,ARI,23,6,8,3.913995303,26,25,0,0,0,0,,135.2,577,130,71,59,25,44,0,5,4,0,162,sa829808
Keith Weisenberg,SFG,23,1,7,6.168106136,24,14,0,0,2,0,,77.1,371,76,55,53,3,60,0,14,13,0,77,sa829809
Ryder Ryan,NYM,24,3,1,3.045114965,25,2,0,0,0,0,,44.1,184,33,17,15,2,23,0,2,3,0,40,sa829853
Alex Faedo,DET,23,6,7,3.901745375,22,22,0,0,0,0,,115.1,473,104,50,50,17,25,0,6,4,2,134,sa829855
Alfredo Colorado,CHC,23,0,1,6.585364322,10,0,0,0,0,0,,13.2,64,16,10,10,2,6,0,1,4,1,16,sa830006
Edgardo Sandoval,HOU,22,2,3,8.126204808,10,3,0,0,0,1,,34.1,170,47,37,31,2,16,0,7,8,0,33,sa830035
Jean Carlos Mejia,CLE,22,3,1,4.090909091,8,8,0,0,0,0,,33,134,28,16,15,0,9,0,1,5,0,36,sa830122
Ivan Medina,CHC,23,1,0,2.160002184,19,0,0,0,3,0,,33.1,134,30,13,8,2,7,1,0,1,0,28,sa830138
Zac Shepherd,DET,23,2,4,3,20,0,0,0,1,1,,33,144,29,14,11,1,13,0,3,6,1,39,sa830224
Israel Cruz,SFG,22,2,1,4.129416676,21,0,0,0,6,1,,28.1,125,24,16,13,0,15,0,4,6,0,33,sa830240
Randy Valladares,CLE,24,1,0,1.125001069,20,0,0,0,1,0,,32,133,22,9,4,1,16,0,5,3,0,35,sa830278
Luis Martinez,CHW,24,5,2,4.255436988,39,0,0,0,4,2,,61.1,260,54,30,29,5,25,0,4,7,1,73,sa830305
Bo Takahashi,ARI,22,9,7,3.716281702,23,23,0,0,0,0,,118.2,487,108,52,49,12,38,0,6,3,0,104,sa830370
Hansel Rodriguez,SDP,22,5,1,2.347823507,24,0,0,0,0,2,,30.2,122,22,13,8,0,7,1,1,3,1,40,sa830462
Oscar Marcelino,PHI,22,3,2,5.831995284,32,0,0,0,2,3,,41.2,208,46,34,27,2,31,2,6,10,1,38,sa830623
Malvin Pena,WSN,22,5,9,6.204988204,23,23,1,0,0,0,,107.1,477,112,80,74,20,38,0,11,1,1,87,sa830644
Hildemaro Requena,BOS,21,4,1,3.432206164,16,1,0,0,0,1,,39.1,173,41,29,15,5,13,0,6,3,2,21,sa832269
Jesus Linarez,TEX,22,1,1,2.347827304,22,2,0,0,2,2,,61.1,256,51,16,16,1,20,0,6,4,1,60,sa832333
Moises Gomez,MIN,22,1,4,2.905061432,32,0,0,0,10,2,,52.2,212,28,21,17,5,21,3,3,5,0,78,sa832779
Mitchell Osnowitz,STL,27,3,4,4.889767672,35,0,0,0,2,3,,42.1,186,39,24,23,7,19,0,1,3,0,45,sa833270
Manuel Rodriguez,MIA,22,5,1,2.869566566,22,8,0,0,2,0,,69,288,63,28,22,6,17,0,4,4,2,51,sa833402
Gustavo Armas,PHI,23,2,4,8.678579262,17,4,0,0,0,1,,37.1,189,63,39,36,6,14,0,0,4,0,31,sa833631
Luis Silva,NYM,22,1,2,7.593751132,19,0,0,0,3,2,,21.1,111,25,24,18,3,16,1,6,6,0,22,sa833636
Erick Mendez,NYY,23,0,0,6.750002926,10,0,0,0,0,0,,14.2,74,14,11,11,0,13,0,3,8,3,15,sa833764
Diogenes Almengo,BAL,24,5,5,3.9036167,35,0,0,0,13,3,,55.1,249,43,27,24,7,40,1,4,4,0,66,sa835215
