Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Christian Bethancourt,PIT,AAA,29,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,1,10028
Keyvius Sampson,CHW,AAA,30,0,1,7.2,6,0,0,0,0,1,,5,23,5,5,4,2,3,0,0,2,0,5,10039
Brooks Raley,HOU,AAA,33,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,1,10061
Ian Krol,DET,AAA,30,2,0,2.454545151,20,1,0,0,4,0,,25.2,108,20,8,7,4,12,0,2,2,0,31,10066
Stephen Strasburg,WSN,AAA,32,0,0,0,1,1,0,0,0,0,,4.1,16,2,0,0,0,2,0,0,0,0,6,10131
Manny Barreda,BAL,AAA,32,2,2,3.991304877,25,2,0,0,1,1,,38.1,166,45,20,17,3,11,0,1,5,0,37,10148
Ryan Weber,SEA,AAA,30,6,4,4.284133083,17,16,0,0,0,0,,90.1,367,90,48,43,12,13,0,3,2,0,89,10160
Shelby Miller,CHC,AAA,30,2,1,2.958904496,13,4,0,0,0,0,,24.1,98,14,11,8,2,9,0,0,1,0,37,10197
Aaron Northcraft,SDP,AAA,31,0,2,8.100001931,13,0,0,0,1,0,,13.1,67,21,17,12,1,6,0,0,1,0,11,10218
Erasmo Ramirez,DET,AAA,31,1,0,3.375,5,0,0,0,0,0,,8,32,4,3,3,0,3,0,0,4,0,10,10314
Juan Minaya,MIN,AAA,30,2,3,3.413793103,17,0,0,0,0,1,,29,135,29,14,11,3,15,0,4,6,0,37,10341
Brooks Pounders,SEA,AAA,30,0,1,27.00006679,3,0,0,0,0,1,,1.1,11,3,4,4,2,3,0,1,0,0,1,10387
Mychal Givens,COL,AAA,31,0,0,9,3,1,0,0,0,0,,2,10,5,2,2,1,0,0,0,0,0,2,10430
Jake Petricka,LAA,AAA,33,5,1,3.694736471,19,0,0,0,0,3,,31.2,137,33,13,13,4,10,0,1,1,0,32,10534
Scott Alexander,LAD,AAA,31,0,0,1.928570115,5,0,0,0,0,0,,4.2,17,3,1,1,0,0,0,0,1,0,5,10591
Chris Sale,BOS,AAA,32,1,0,0.931034177,2,2,0,0,0,0,,9.2,40,7,1,1,0,4,0,0,0,0,15,10603
Andrew Bellatti,MIA,AAA,29,1,2,1.626505837,24,0,0,0,9,3,,27.2,109,14,7,5,2,10,1,3,1,0,35,10657
Drew Hutchison,DET,AAA,30,8,3,3.769811538,19,19,0,0,0,0,,88.1,379,78,42,37,8,41,0,6,7,1,89,10732
Shane Greene,ATL,AAA,32,0,0,2.076924601,4,0,0,0,0,0,,4.1,19,4,1,1,0,2,0,0,0,0,5,10756
R.J. Alaniz,CIN,AAA,30,1,3,3.286956958,32,0,0,0,1,2,,38.1,161,41,19,14,1,14,2,1,0,0,44,10819
Michael Mariot,CIN,AAA,32,5,4,4.010869565,17,16,0,0,0,0,,92,382,87,42,41,11,26,1,3,2,0,76,10835
Asher Wojciechowski,SEA,AAA,32,0,2,5.764044326,9,8,0,0,1,0,,29.2,133,35,19,19,3,11,0,2,0,0,44,10836
Adam Kolarek,OAK,AAA,32,1,0,6.627271808,34,0,0,0,0,1,,36.2,177,44,31,27,5,20,1,5,1,0,24,10843
Chasen Shreve,PIT,AAA,30,0,0,0,2,0,0,0,0,0,,2,7,1,0,0,0,0,0,0,0,0,3,10855
Josh A. Smith,MIA,AAA,33,2,0,2.755101612,8,6,0,0,0,0,,32.2,136,24,10,10,1,13,0,1,2,0,30,10946
Jake Buchanan,LAA,AAA,31,1,4,8.821780845,11,6,0,0,0,0,,33.2,165,52,35,33,7,11,0,2,0,0,28,10962
Tim Adleman,CIN,AAA,33,1,1,3.789473684,29,1,0,0,0,1,,38,156,33,17,16,4,8,0,3,1,0,37,10968
Ben Rowen,LAA,AAA,32,1,2,8.142857143,15,0,0,0,0,1,,21,97,27,20,19,2,8,0,3,0,1,12,10983
Mickey Jannis,BAL,AAA,33,0,5,4.978723404,13,5,0,0,1,0,,47,206,45,30,26,6,25,0,3,7,0,29,11071
Casey Lawrence,TOR,AAA,33,6,2,4.909090909,19,9,0,0,0,1,,55,226,57,31,30,8,7,0,3,1,1,56,11121
Vince Velasquez,PHI,AAA,29,0,0,2.699998713,2,2,0,0,0,0,,6.2,24,2,2,2,1,3,0,0,0,0,12,11189
Casey Sadler,SEA,AAA,30,0,0,0,3,0,0,0,0,0,,2.2,8,0,0,0,0,0,0,0,0,0,4,11209
Aaron Barrett,WSN,AAA,33,3,2,2.612902824,19,0,0,0,2,2,,20.2,87,16,7,6,0,13,1,2,3,0,22,11243
Sean Nolin,WSN,AAA,31,3,3,3.80281731,11,9,0,0,0,0,,47.1,200,46,20,20,7,15,0,2,0,0,52,11341
Seth Frankoff,ARI,AAA,32,2,0,8.142857143,8,3,0,0,0,0,,21,102,26,20,19,8,14,0,2,2,0,25,11346
Brett Eibner,MIA,AAA,32,1,2,3.461538462,11,0,0,0,3,2,,13,60,13,7,5,0,6,0,2,1,0,14,11369
Brandon Workman,BOS,AAA,32,0,0,1.285714286,7,0,0,0,1,0,,7,27,3,1,1,0,4,0,0,0,0,10,11428
A.J. Schugel,NYM,AAA,32,1,1,5.55882275,16,0,0,0,0,1,,22.2,111,29,15,14,3,13,0,1,3,0,21,11432
Jesse Biddle,ATL,AAA,29,1,1,2.511627628,29,0,0,0,1,1,,28.2,129,27,9,8,2,16,0,3,2,0,47,11437
A.J. Cole,TOR,AAA,29,1,0,0,6,0,0,0,0,0,,6,24,6,0,0,0,0,0,0,0,0,6,11467
Zach Lee,CIN,AAA,29,3,4,6.404650708,22,14,0,0,0,0,,71.2,336,89,61,51,14,32,0,4,3,0,55,11468
Bryan Mitchell,MIA,AAA,30,3,1,4.5,29,2,0,0,1,0,,52,221,48,27,26,4,26,1,1,5,0,49,11479
Aaron Sanchez,SFG,AAA,28,1,1,7.788462967,6,6,0,0,0,0,,17.1,85,24,16,15,4,10,0,1,3,0,11,11490
Josh Osich,CIN,AAA,32,0,2,5.4,11,2,0,0,0,0,,15,62,11,9,9,2,6,0,0,0,0,15,11528
Jose Urena,DET,AAA,29,0,0,0,2,2,0,0,0,0,,3,10,0,0,0,0,1,0,0,0,0,2,11589
Andrew Romine,CHC,AAA,35,0,0,0,1,0,0,0,0,0,,1,5,0,0,0,0,2,0,0,0,0,0,1159
Mike Kickham,LAD,AAA,32,0,3,5.192308302,17,8,0,0,0,1,,43.1,199,48,25,25,8,21,0,3,3,0,40,11618
Josh Lucas,ARI,AAA,30,0,0,21.93751308,5,0,0,0,0,0,,5.1,33,10,13,13,2,6,0,1,1,0,3,11686
Tayron Guerrero,CHW,AAA,30,1,0,6.631578947,18,1,0,0,0,1,,19,98,30,16,14,2,12,0,2,1,0,25,11691
Justin Grimm,SEA,AAA,32,3,1,4.669173468,42,1,0,0,5,1,,44.1,204,43,25,23,11,20,1,6,12,3,66,11720
Kyle Ryan,CHC,AAA,29,2,0,2.52,19,0,0,0,1,0,,25,93,16,7,7,2,7,1,0,0,1,24,11753
Alberto Baldonado,WSN,AAA,28,3,1,3.306121934,28,0,0,0,0,0,,32.2,135,28,13,12,1,9,0,2,3,0,36,11812
Chris Martin,ATL,AAA,35,0,0,7.363629501,4,0,0,0,0,0,,3.2,16,4,3,3,0,1,0,0,0,0,4,11847
Jason Adam,CHC,AAA,29,1,0,0,4,0,0,0,0,0,,5.1,20,3,0,0,0,1,0,0,1,0,4,11861
Michael Feliz,CIN,AAA,28,2,0,1.723403906,15,0,0,0,0,0,,15.2,59,9,3,3,0,1,0,1,0,1,19,11903
Matt Andriese,BOS,AAA,31,0,0,0,3,0,0,0,0,0,,4,15,3,0,0,0,0,0,0,0,0,4,12022
Parker Markel,SDP,AAA,30,3,1,4.066265434,39,0,0,0,2,0,,55.1,247,37,26,25,7,42,0,3,9,0,87,12106
Jason Garcia,MIN,AAA,28,0,0,8,3,3,0,0,0,0,,9,43,13,8,8,1,4,0,0,1,0,5,12143
Domingo Tapia,SEA,AAA,29,1,0,3.811765134,23,0,0,0,2,0,,28.1,124,22,15,12,4,17,1,1,1,0,28,12178
Akeel Morris,SFG,AAA,28,1,3,10.22727273,5,4,0,0,0,0,,22,113,31,26,25,6,13,0,4,1,0,21,12185
Ryan Sherriff,TBR,AAA,31,5,3,1.588235071,28,1,0,0,1,1,,22.2,93,13,5,4,0,14,1,1,1,0,26,12249
Evan Marshall,CHW,AAA,31,0,0,2.076924601,5,0,0,0,0,0,,4.1,17,4,1,1,0,3,0,0,0,0,6,12297
Colin Rea,MIL,AAA,30,3,2,2.426966032,6,6,0,0,0,0,,29.2,116,26,8,8,2,4,0,1,1,0,27,12317
Jacob Barnes,TOR,AAA,31,0,0,0.818181818,11,0,0,0,1,0,,11,41,6,1,1,0,3,0,0,1,0,7,12323
Kevin Quackenbush,LAD,AAA,32,1,6,0.93103436,40,0,0,0,19,1,,38.2,161,28,9,4,1,19,0,2,0,0,43,12360
Spencer Patton,TEX,AAA,33,2,0,0,11,0,0,0,4,0,,12,45,6,0,0,0,6,0,0,0,0,12,12361
Nick Tropeano,SFG,AAA,30,3,0,3.139534884,15,9,0,0,0,0,,43,191,40,21,15,5,20,0,4,0,2,47,12385
Seth Lugo,NYM,AAA,31,0,0,2.700002768,3,0,0,0,0,0,,3.1,19,4,3,1,0,4,0,0,0,0,5,12447
Chasen Bradford,ATL,AAA,31,4,0,3.513698263,34,0,0,0,0,1,,48.2,201,50,20,19,6,12,0,0,1,0,44,12452
Tony Cingrani,CHC,AAA,31,1,1,3.6,12,0,0,0,0,1,,10,41,7,5,4,0,4,0,2,1,0,15,12555
Nick Ramirez,SDP,AAA,31,2,2,5.225807095,30,2,0,0,1,2,,41.1,187,46,26,24,5,15,0,1,2,0,45,12575
DJ Johnson,CLE,AAA,31,1,2,3.323076436,21,0,0,0,6,0,,21.2,103,24,10,8,3,11,1,2,4,0,35,12578
Adam Morgan,CHC,AAA,31,0,1,2.204082062,15,0,0,0,0,1,,16.1,65,10,5,4,1,3,1,4,0,0,21,12580
Mike Wright Jr.,CHW,AAA,31,7,5,3.39860158,16,16,0,0,0,0,,95.1,392,71,38,36,11,29,0,8,3,0,90,12586
Jerad Eickhoff,NYM,AAA,30,8,2,5.094340356,14,14,0,0,0,0,,70.2,295,71,44,40,16,19,0,2,1,1,71,12664
Ryne Harper,WSN,AAA,32,1,1,3.661016357,13,0,0,0,0,0,,19.2,82,16,12,8,2,8,0,1,1,0,23,12680
Sonny Gray,CIN,AAA,31,0,0,0,1,1,0,0,0,0,,3,13,1,0,0,0,3,0,1,0,0,4,12768
Jairo Diaz,COL,AAA,30,0,1,6.750004023,6,0,0,0,0,0,,5.1,27,7,4,4,0,4,0,0,0,0,7,12774
John Brebbia,SFG,AAA,31,3,0,2.84210455,14,2,0,0,0,1,,12.2,50,7,4,4,2,4,0,1,0,0,22,12777
Sam Gaviglio,TEX,AAA,31,2,1,5.126582897,5,5,0,0,0,0,,26.1,115,33,16,15,3,4,0,0,2,0,24,12778
Taylor Davis,PIT,AAA,31,0,0,27,1,0,0,0,0,0,,1,7,4,3,3,0,0,0,0,0,0,0,12782
Burch Smith,OAK,AAA,31,0,0,6.750016697,1,0,0,0,0,0,,1.1,6,2,1,1,0,0,0,0,0,0,2,12784
Noe Ramirez,LAA,AAA,31,2,0,6.967744159,9,0,0,0,0,0,,10.1,44,8,8,8,3,5,1,0,1,0,14,12800
Matt Wisler,TBR,AAA,28,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,3,12804
Shawn Armstrong,TBR,AAA,30,2,4,3.422534752,22,0,0,0,0,1,,23.2,108,26,13,9,3,8,0,1,0,1,31,12857
Matt Barnes,BOS,AAA,31,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,0,0,1,0,0,1,12863
Alex Claudio,BOS,AAA,29,0,0,6.17142689,8,2,0,0,1,0,,11.2,52,15,9,8,0,3,0,0,0,1,13,12890
Logan Verrett,SEA,AAA,31,10,3,5.032258065,16,16,0,0,0,0,,93,392,104,56,52,21,14,0,2,2,0,71,12905
Archie Bradley,PHI,AAA,28,0,0,4.5,2,0,0,0,0,0,,2,9,2,1,1,0,1,0,0,0,0,1,12918
Colten Brewer,BOS,AAA,28,1,1,6.096776069,7,0,0,0,0,0,,10.1,48,10,7,7,2,7,0,0,2,0,10,12997
Reymin Guduan,OAK,AAA,29,3,3,5.1,28,0,0,0,0,1,,30,137,36,19,17,2,14,1,0,4,1,32,13058
Derek Law,MIN,AAA,30,1,0,2.661971473,15,1,0,0,4,1,,23.2,95,21,7,7,1,8,0,0,1,0,22,13133
Kyle Crick,CHW,AAA,28,2,0,0.87096801,8,0,0,0,0,0,,10.1,36,4,1,1,0,3,0,0,1,0,15,13182
Jordan Weems,OAK,AAA,28,1,3,8.171050581,27,0,0,0,1,1,,25.1,116,31,23,23,9,12,0,2,1,0,24,13190
Joe Biagini,CHC,AAA,31,3,7,5.568094046,21,18,0,0,0,0,,85.2,392,96,54,53,13,39,1,6,5,1,80,13194
Michael Fulmer,DET,AAA,28,0,0,0,2,1,0,0,0,0,,2,8,1,0,0,0,2,0,0,0,0,2,13218
Louis Head,TBR,AAA,31,0,0,2.362499718,24,0,0,0,4,1,,26.2,109,20,7,7,2,10,1,2,0,0,34,13259
Ross Stripling,TOR,AAA,31,0,0,0,1,1,0,0,0,0,,1.1,6,1,0,0,0,1,0,0,0,0,1,13273
Jesse Hahn,KCR,AAA,31,0,0,5.399989314,3,1,0,0,0,0,,1.2,9,1,1,1,0,1,0,2,0,0,2,13287
Danny Coulombe,MIN,AAA,31,1,1,1.77049208,14,0,0,0,2,1,,20.1,79,16,6,4,1,3,0,0,0,0,27,13293
James Pazos,LAD,AAA,30,0,6,3.826772113,44,1,0,0,6,1,,42.1,191,44,22,18,7,21,0,4,3,0,57,13323
Adrian Sampson,CHC,AAA,29,4,5,4.959184291,16,14,0,0,0,0,,81.2,361,92,47,45,19,33,1,7,2,1,61,13339
Hoby Milner,MIL,AAA,30,1,1,1.551724138,27,0,0,0,5,1,,29,107,16,5,5,1,2,0,2,0,0,42,13346
Cam Bedrosian,OAK,AAA,29,2,2,1.8,20,0,0,0,3,2,,25,102,20,7,5,1,8,0,0,1,0,25,13360
Sam Selman,SFG,AAA,30,1,0,4.02985132,17,2,0,0,1,2,,22.1,97,13,10,10,0,19,1,0,0,0,24,13397
R.J. Alvarez,MIL,AAA,30,0,3,4.021277004,34,0,0,0,1,1,,31.1,149,30,17,14,1,17,1,6,5,1,37,13401
Felix Pena,LAA,AAA,31,5,4,8.127551653,30,7,0,0,0,0,,65.1,301,79,62,59,14,27,0,2,6,2,55,13403
Matt Koch,CLE,AAA,30,4,2,5.862857654,30,4,0,0,0,3,,58.1,253,56,39,38,11,28,0,3,6,0,48,13420
Eddie Butler,KCR,AAA,30,7,3,6.012605428,27,13,0,0,0,2,,79.1,360,97,56,53,14,33,0,3,6,0,55,13453
Lucas Sims,CIN,AAA,27,0,0,3.85714023,5,2,0,0,0,0,,4.2,22,6,2,2,2,3,0,0,2,0,4,13470
Connor Sadzeck,CHW,AAA,29,2,2,5.175,35,0,0,0,1,2,,40,184,36,23,23,4,26,0,9,11,0,42,13483
Brandon Brennan,BOS,AAA,29,1,2,5.973450521,32,0,0,0,1,3,,37.2,173,44,28,25,3,15,0,5,0,0,37,13527
Steven Okert,MIA,AAA,29,2,0,1.8,15,0,0,0,4,0,,20,76,13,4,4,1,4,0,2,2,1,29,13580
Robert Stephenson,COL,AAA,28,0,0,18,1,1,0,0,0,0,,1,6,2,2,2,0,1,0,0,0,0,1,13594
Shawn Morimando,MIA,AAA,28,3,4,4.570866691,17,16,0,0,0,0,,84.2,365,88,45,43,17,31,0,1,3,0,83,13606
Carl Edwards Jr.,TOR,AAA,29,1,0,3.214285714,15,0,0,0,2,0,,14,53,9,5,5,2,2,0,0,1,0,19,13607
Taylor Guerrieri,SEA,AAA,28,3,1,4.811882097,28,0,0,0,0,3,,33.2,149,37,19,18,4,13,0,2,4,0,36,13616
Jakob Junis,KCR,AAA,28,0,2,5.603772577,6,6,0,0,0,0,,17.2,83,22,14,11,4,8,0,1,1,0,18,13619
Jharel Cotton,TEX,AAA,29,4,0,3,24,2,0,0,0,0,,42,175,32,19,14,3,17,0,1,0,0,57,13654
Corey Oswalt,NYM,AAA,27,1,1,4.153846154,6,2,0,0,2,1,,13,54,12,6,6,4,3,0,1,0,0,15,13677
Nick Goody,NYY,AAA,29,4,6,4.566176791,37,0,0,0,1,5,,45.1,189,34,27,23,7,18,1,3,4,1,58,13685
Sal Romano,NYY,AAA,27,1,1,3.560439934,25,0,0,0,2,2,,30.1,131,36,18,12,1,5,0,1,2,0,25,13690
Jake Faria,LAA,AAA,27,3,2,5.645453762,7,7,0,0,0,0,,36.2,164,41,23,23,7,15,0,0,2,0,46,13699
Joey Krehbiel,TBR,AAA,28,3,2,4.186046512,44,0,0,0,4,1,,43,176,38,24,20,8,9,1,1,2,0,52,13707
Kyle Barraclough,NYY,AAA,31,8,1,2.745762934,32,0,0,0,0,3,,39.1,155,20,12,12,6,21,0,1,4,0,62,13713
Dominic Leone,SFG,AAA,29,0,1,1,7,1,0,0,2,0,,9,34,6,1,1,0,3,0,0,1,0,16,13763
Matt Reynolds,CHW,AAA,30,0,0,3.857148506,3,0,0,0,0,0,,2.1,11,3,1,1,0,1,0,0,0,0,1,13788
Matt Strahm,SDP,AAA,29,0,0,0,3,0,0,0,0,0,,3.2,14,2,2,0,0,0,0,0,0,0,7,13799
Alec Mills,CHC,AAA,29,0,2,5.399998529,3,3,0,0,0,0,,11.2,51,14,7,7,1,3,0,0,0,0,10,13834
Bruce Maxwell,NYM,AAA,30,0,0,0,1,0,0,0,0,0,,0.1,2,1,0,0,0,0,0,0,0,0,0,13866
Paul Sewald,SEA,AAA,31,0,0,0,2,1,0,0,0,0,,4.1,15,3,0,0,0,0,0,0,0,0,10,13892
Dietrich Enns,TBR,AAA,30,7,2,2.527093976,17,11,0,0,0,0,,67.2,263,42,20,19,7,18,0,1,3,2,84,13932
Tim Peterson,LAA,AAA,30,2,1,4.384615385,36,0,0,0,7,1,,39,167,36,21,19,7,16,0,1,1,0,40,13946
Ryan Dull,SEA,AAA,31,2,2,6.056073903,28,1,0,0,0,1,,35.2,158,33,26,24,7,15,1,5,2,0,43,13974
Mike Hauschild,CHC,AAA,31,0,7,6.91875066,12,12,0,0,0,0,,53.1,253,64,48,41,23,28,0,5,2,0,31,14033
Lance McCullers Jr.,HOU,AAA,27,0,0,2.25,1,1,0,0,0,0,,4,14,2,1,1,0,0,0,0,0,0,4,14120
Chris Mazza,TBR,AAA,31,4,1,3.734042932,22,1,0,0,0,0,,31.1,134,25,14,13,3,11,1,4,2,0,40,14151
Rob Whalen,MIN,AAA,27,0,4,8.590909091,10,4,0,0,2,0,,22,105,26,22,21,3,14,0,1,2,0,17,14165
Kyle Zimmer,KCR,AAA,29,1,1,3,8,0,0,0,0,1,,9,36,7,3,3,0,4,0,0,1,0,11,14169
Brian Johnson,LAA,AAA,30,3,4,5.774565965,11,10,0,0,0,0,,57.2,249,59,38,37,8,21,0,3,3,0,46,14272
Joel Payamps,TOR,AAA,27,2,1,5.25,12,0,0,0,2,1,,12,57,17,8,7,2,4,0,1,0,0,15,14332
Williams Jerez,SEA,AAA,29,0,3,11.3225789,19,1,0,0,1,1,,20.2,108,31,27,26,7,12,0,1,2,0,23,14338
Robinson Leyer,MIN,AAA,28,1,4,6.047999262,32,1,0,0,0,3,,41.2,190,36,30,28,9,27,1,3,2,0,49,14399
Adam Conley,TBR,AAA,31,2,1,4.35483871,27,0,0,0,3,0,,31,128,18,15,15,4,18,0,3,2,0,34,14457
Daniel Camarena,SDP,AAA,28,3,7,5.346535057,19,16,0,0,1,0,,67.1,302,75,47,40,11,25,2,1,7,2,49,14467
J.B. Wendelken,OAK,AAA,28,0,0,3.6,4,0,0,0,0,0,,5,20,2,2,2,1,2,0,1,0,0,5,14506
Dereck Rodriguez,COL,AAA,29,3,6,6.986842105,20,17,0,0,0,0,,76,355,102,64,59,16,27,0,4,2,0,73,14509
Carlos Estevez,COL,AAA,28,0,0,0,1,0,0,0,0,0,,1,5,2,0,0,0,0,0,0,0,0,3,14542
Dakota Bacus,WSN,AAA,30,3,3,3.398601036,34,0,0,0,4,2,,47.2,204,43,23,18,5,19,0,2,3,0,46,14545
James Hoyt,LAA,AAA,34,1,2,9.529411765,32,0,0,0,3,0,,34,172,49,40,36,10,20,0,5,3,1,36,14605
Rowan Wick,CHC,AAA,28,0,0,10.384623,5,0,0,0,0,0,,4.1,22,6,5,5,0,3,1,0,1,0,8,14646
Konner Wade,BAL,AAA,29,4,2,2.95890411,20,6,1,0,0,0,,73,293,57,28,24,11,18,1,2,1,0,50,14655
Jandel Gustave,PIT,AAA,28,1,1,3,21,0,0,0,5,0,,21,83,15,7,7,0,5,0,2,0,0,26,14665
Dillon Maples,CHC,AAA,29,3,1,6,16,1,0,0,0,2,,18,85,14,12,12,3,16,0,3,3,0,22,14672
Andres Machado,WSN,AAA,28,0,0,3.681817384,11,0,0,0,0,0,,14.2,67,17,6,6,1,4,0,1,1,0,19,14681
Anthony Banda,SFG,AAA,27,4,2,6.523491018,13,5,0,0,0,0,,49.2,232,61,45,36,9,20,0,2,5,0,52,14706
Brady Lail,SEA,AAA,27,1,1,6.352940362,32,1,0,0,2,0,,39.2,182,39,30,28,9,25,1,4,2,0,46,14707
Paul Blackburn,OAK,AAA,27,4,7,4.973684781,17,16,0,0,0,0,,88.2,400,114,59,49,8,27,0,2,3,0,80,14739
Ryan Eades,HOU,AAA,29,0,1,9,6,0,0,0,0,1,,6,31,7,6,6,2,4,0,0,0,0,9,14808
Buck Farmer,TEX,AAA,30,2,2,3.048388035,18,0,0,0,6,1,,20.2,86,18,8,7,1,8,0,1,1,0,16,14814
Bobby Wahl,LAD,AAA,29,1,0,9,20,0,0,0,1,1,,15,75,17,16,15,3,15,0,1,3,0,18,14832
Michael Lorenzen,CIN,AAA,29,0,0,2.076924601,4,0,0,0,1,0,,4.1,16,2,1,1,1,1,0,0,0,0,6,14843
Joe Mantiply,ARI,AAA,30,0,1,1.928570115,5,0,0,0,2,1,,4.2,19,4,2,1,1,0,0,1,0,0,10,14857
Zack Godley,CLE,AAA,31,7,6,3.9,19,17,0,0,0,0,,90,385,78,43,39,10,44,0,10,8,2,80,14862
Sam Moll,OAK,AAA,29,1,1,4.584904835,33,0,0,0,2,1,,35.1,156,31,21,18,5,20,0,2,0,0,47,14874
Taylor Williams,SDP,AAA,29,2,0,6.750001609,9,0,0,0,0,0,,13.1,61,12,10,10,5,8,0,3,0,0,16,14899
Jon Gray,COL,AAA,29,0,0,4.5,1,1,0,0,0,0,,4,18,5,2,2,1,1,0,0,0,0,6,14916
Reyes Moronta,SFG,AAA,28,0,1,7.977270998,20,2,0,0,0,1,,14.2,71,13,13,13,1,18,0,0,1,0,13,14966
Tyler Webb,STL,AAA,30,0,2,5.815383762,18,0,0,0,0,3,,21.2,98,17,15,14,5,14,0,2,1,0,32,14974
Chad Kuhl,PIT,AAA,28,0,0,1.421053345,2,2,0,0,0,0,,6.1,24,2,1,1,0,3,0,0,0,0,9,14975
Yacksel Rios,TBR,AAA,28,2,0,1.528301612,15,0,0,0,3,0,,17.2,69,14,4,3,1,4,0,0,3,0,24,15007
Corey Knebel,LAD,AAA,29,0,0,1.588234403,6,1,0,0,0,0,,5.2,23,4,1,1,0,1,0,1,1,0,11,15010
Chase De Jong,PIT,AAA,27,2,0,3.6,4,4,0,0,0,0,,20,83,16,8,8,3,8,0,1,1,0,28,15036
Tim Mayza,TOR,AAA,29,0,0,9,1,0,0,0,0,0,,1,4,1,1,1,1,0,0,0,0,0,0,15042
Trevor Gott,SFG,AAA,28,1,3,4.422413211,40,1,0,0,3,2,,38.2,161,36,22,19,4,16,1,1,1,0,48,15046
Austin Voth,WSN,AAA,29,0,0,0,2,2,0,0,0,0,,3,13,2,0,0,0,1,0,0,0,0,4,15047
Silvino Bracho,SFG,AAA,28,1,3,4.186046512,43,0,0,0,7,2,,43,194,53,22,20,7,16,2,2,1,0,56,15051
Jaime Schultz,SEA,AAA,30,2,2,15,5,1,0,0,0,0,,6,36,7,11,10,2,11,1,1,1,0,8,15066
Yency Almonte,COL,AAA,27,0,0,0,2,0,0,0,0,0,,2,7,1,0,0,0,1,0,0,0,0,1,15068
Kyle McGowin,WSN,AAA,29,1,0,0.931034177,9,0,0,0,0,1,,9.2,38,3,2,1,0,3,0,2,1,0,10,15071
Hunter Wood,TEX,AAA,27,0,0,3.374995675,2,0,0,0,1,0,,2.2,11,1,1,1,0,1,0,1,0,0,5,15091
Rob Zastryzny,MIA,AAA,29,2,0,3.907895227,19,0,0,0,2,0,,25.1,114,25,11,11,6,12,0,2,1,0,35,15094
Luke Farrell,MIN,AAA,30,0,1,4,7,0,0,0,0,0,,9,40,5,4,4,0,6,0,2,0,0,16,15101
Jimmie Sherfy,SFG,AAA,29,1,0,0,6,0,0,0,0,0,,7.2,28,3,0,0,0,1,0,0,0,0,11,15118
Tyler Danish,LAA,AAA,26,3,2,4.195946379,25,2,0,0,0,1,,49.1,209,54,28,23,7,10,0,0,2,1,51,15126
Drew Anderson,TEX,AAA,27,4,5,3.056604214,15,12,0,0,0,0,,70.2,288,55,26,24,8,29,0,0,2,0,86,15130
Jake Newberry,KCR,AAA,26,1,5,5.166666667,40,0,0,0,2,4,,54,240,65,33,31,6,18,3,1,4,0,65,15136
Ashton Goudeau,COL,AAA,28,1,3,5.076923077,11,6,0,0,0,0,,39,174,43,24,22,7,14,0,1,3,0,25,15139
Justin Topa,MIL,AAA,30,1,0,3,10,0,0,0,0,0,,9,36,7,3,3,0,2,0,0,1,0,9,15145
Jimmy Yacabonis,SEA,AAA,29,3,0,1.834951728,27,1,0,0,6,2,,34.1,139,26,7,7,2,9,0,4,2,0,32,15157
Braden Shipley,CIN,AAA,29,1,5,7.071428571,18,4,0,0,1,2,,28,137,34,25,22,7,17,1,2,6,0,34,15158
Glenn Sparkman,MIN,AAA,29,0,0,3,2,0,0,0,0,0,,3,11,2,1,1,1,0,0,0,0,0,6,15200
Tyler Bashlor,PIT,AAA,28,1,2,2.16000033,33,0,0,0,6,2,,33.1,147,25,12,8,5,18,2,6,4,0,40,15203
Aaron Slegers,TBR,AAA,28,0,1,6.5,18,7,0,0,0,0,,36,169,52,31,26,11,10,0,2,1,0,18,15231
Kevin McCarthy,CHW,AAA,29,1,2,7.513044475,31,2,0,0,1,0,,38.1,186,59,35,32,6,8,0,4,1,0,38,15240
Shane Carle,CIN,AAA,29,1,2,5.178080839,27,0,0,0,1,1,,24.1,108,27,16,14,6,10,0,2,2,2,19,15258
Keynan Middleton,SEA,AAA,27,1,0,2.347825113,7,1,0,0,0,0,,7.2,32,7,3,2,1,2,0,0,0,0,13,15264
Austin Pruitt,MIA,AAA,31,2,0,2.934783217,11,2,0,0,0,1,,15.1,58,12,6,5,2,2,0,0,0,0,14,15290
Steven Brault,PIT,AAA,29,0,1,1.636363636,3,3,0,0,0,0,,11,38,6,2,2,2,1,0,0,0,0,9,15291
Matthew Boyd,DET,AAA,30,0,0,0,3,3,0,0,0,0,,9.1,31,5,0,0,0,0,0,0,0,0,11,15440
Zack Weiss,SEA,AAA,29,2,2,3.374999505,26,1,0,0,1,0,,34.2,154,29,20,13,4,18,2,2,0,3,44,15444
Jose De Leon,CIN,AAA,28,1,1,4.628570167,12,0,0,0,1,0,,11.2,51,8,7,6,1,7,0,0,0,0,19,15463
