Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Joe Smith,HOU,AAA,37,1,0,0,2,1,0,0,0,0,,2,6,0,0,0,0,0,0,0,0,0,3,3281
Darren O'Day,NYY,AAA,38,0,0,0,3,0,0,0,0,0,,3,11,2,0,0,0,0,0,0,0,0,6,3321
Brian Schlitter,OAK,AAA,35,2,0,4.87218101,37,4,0,0,2,3,,44.1,203,53,25,24,5,17,0,2,2,1,35,3599
Logan Ondrusek,SFG,AAA,36,1,1,3.510000536,7,7,0,0,0,0,,33.1,138,31,14,13,5,10,0,0,2,0,31,3677
Hector Santiago,SEA,AAA,33,1,0,4.5,3,3,0,0,0,0,,14,57,10,7,7,5,5,0,1,0,0,22,4026
Derek Holland,DET,AAA,34,0,0,6.75,4,1,0,0,0,0,,4,20,5,3,3,2,3,0,2,0,0,4,4141
Rafael Dolis,TOR,AAA,33,1,2,2.076922315,8,0,0,0,0,0,,8.2,37,7,4,2,0,4,0,0,1,0,11,4185
David Huff,SEA,AAA,36,2,3,5.25,14,9,0,0,0,0,,48,212,61,30,28,13,9,0,0,0,0,35,4257
Justin Wilson,NYY,AAA,33,0,0,0,3,0,0,0,0,0,,3,11,0,0,0,0,2,0,0,0,0,2,4301
Tyler Chatwood,SFG,AAA,31,1,0,0.870967206,9,0,0,0,1,0,,10.1,44,8,1,1,0,11,0,0,0,0,7,4338
Nate Jones,LAD,AAA,35,0,0,9,4,0,0,0,0,1,,4,18,5,4,4,1,1,0,0,4,0,8,4696
Matt Shoemaker,SFG,AAA,34,3,3,4.470198958,10,8,0,0,0,1,,50.1,206,46,25,25,7,14,0,4,4,0,46,4776
Mike Montgomery,NYY,AAA,31,1,2,7.559998558,4,4,0,0,0,0,,16.2,76,19,15,14,2,9,0,0,0,0,16,4869
Scott Kazmir,SFG,AAA,37,3,3,4.613923605,13,12,0,0,0,0,,52.2,217,45,28,27,6,18,0,2,3,0,48,4897
Fernando Abad,BAL,AAA,35,2,1,4.26315843,26,0,0,0,3,2,,25.1,110,30,12,12,5,6,0,0,1,0,27,4994
Anthony Gose,CLE,AAA,30,6,1,3.545454545,28,1,0,0,2,1,,33,144,20,14,13,4,28,1,0,1,0,49,5097
Jeurys Familia,NYM,AAA,31,0,0,0,1,1,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,0,5114
Wade LeBlanc,TEX,AAA,36,3,1,3.11538433,7,7,0,0,0,0,,34.2,137,24,12,12,4,10,0,1,1,0,33,5221
Blake Parker,CLE,AAA,36,0,0,0,12,0,0,0,4,0,,11,40,2,0,0,0,5,0,0,1,0,15,5224
Alex Sanabia,NYM,AAA,32,0,2,4.784810704,9,5,0,0,1,0,,26.1,124,36,16,14,5,7,0,6,0,1,9,5350
Michael Pineda,MIN,AAA,32,0,1,9,1,1,0,0,0,0,,4,20,4,5,4,0,3,0,0,1,0,1,5372
Brad Peacock,CLE,AAA,33,0,4,7.971428571,12,10,0,0,0,0,,35,166,42,32,31,8,14,0,5,0,0,40,5401
Pedro Baez,HOU,AAA,33,0,0,2.571428571,6,0,0,0,0,1,,7,27,6,2,2,0,2,0,0,0,0,7,5420
Jesse Chavez,ATL,AAA,37,1,0,2.25,13,0,0,0,2,1,,20,77,12,6,5,1,8,1,0,0,0,27,5448
Arodys Vizcaino,NYM,AAA,30,0,0,2.347825113,7,0,0,0,0,0,,7.2,29,5,2,2,2,2,0,0,0,0,14,5498
Nik Turley,CHW,AAA,31,1,4,4.535999446,41,0,0,0,5,3,,41.2,174,26,23,21,4,20,0,4,5,0,60,5530
Ryan Brasier,BOS,AAA,33,1,0,19.28570115,5,0,0,0,0,0,,4.2,25,9,10,10,1,3,0,0,0,0,3,5615
Tyler Clippard,ARI,AAA,36,0,0,0,2,0,0,0,0,1,,2,8,1,2,0,1,0,0,0,0,0,5,5640
Dellin Betances,NYM,AAA,33,0,0,20.25005009,2,0,0,0,0,0,,1.1,8,2,3,3,0,2,0,1,0,0,2,6216
Diego Moreno,WSN,AAA,33,0,1,2.88,17,0,0,0,0,1,,25,101,18,8,8,4,8,0,3,2,0,24,6238
Chris Archer,TBR,AAA,32,0,1,3.857142857,5,5,0,0,0,0,,14,55,9,9,6,3,3,0,1,1,0,16,6345
Jake Odorizzi,HOU,AAA,31,0,1,4.695650227,2,2,0,0,0,0,,7.2,33,10,4,4,1,1,0,0,1,0,11,6397
Vance Worley,NYM,AAA,33,4,5,5.142857143,14,13,0,0,0,0,,77,354,93,49,44,13,30,0,6,5,1,31,6435
Blaine Hardy,MIL,AAA,34,6,6,2.769230769,27,8,0,0,0,1,,65,263,55,25,20,10,24,1,0,4,1,59,6499
Robert Stock,CHC,AAA,31,1,3,3.566037094,13,6,0,0,0,0,,35.1,149,33,17,14,5,12,0,1,2,0,39,6576
Brad Brach,CIN,AAA,35,0,0,0,8,0,0,0,0,0,,8.2,32,5,1,0,0,1,0,0,1,0,15,6627
Carlos Carrasco,NYM,AAA,34,0,1,9.642850574,2,2,0,0,0,0,,4.2,22,5,5,5,3,3,0,0,0,0,7,6632
Andrew Miller,STL,AAA,36,0,0,3,3,1,0,0,0,0,,3,12,1,1,1,1,2,0,0,0,0,5,6785
Robbie Ross Jr.,DET,AAA,32,2,8,7.03125,27,1,0,0,2,2,,32,151,40,29,25,6,10,0,4,0,0,26,6819
Chase Anderson,TEX,AAA,33,1,3,5.238806716,7,7,0,0,0,0,,22.1,102,26,15,13,3,10,0,1,2,0,19,6895
Martin Perez,BOS,AAA,30,1,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,1,6902
Brandon Dickson,STL,AAA,36,1,0,8.735296568,12,0,0,0,0,0,,11.1,55,20,13,11,4,4,0,0,0,0,7,6979
Luis Garcia,NYY,AAA,34,1,2,3.634616051,18,0,0,0,11,0,,17.1,69,16,8,7,2,3,0,0,3,0,19,6984
Preston Guilmet,MIA,AAA,33,4,2,3.986576773,30,0,0,0,0,1,,49.2,197,35,24,22,8,13,0,1,3,0,67,7303
Javy Guerra,WSN,AAA,35,0,0,2.454543167,3,0,0,0,0,0,,3.2,16,4,1,1,0,2,0,0,0,0,1,7407
Jay Jackson,SFG,AAA,33,1,0,0,9,0,0,0,0,0,,12,40,3,0,0,0,1,0,0,0,0,20,7432
Anthony Swarzak,KCR,AAA,35,1,0,2.892858128,9,0,0,0,4,0,,9.1,33,7,3,3,2,0,0,0,0,0,14,7466
Nick Vincent,TEX,AAA,34,3,1,4.404255319,39,0,0,0,6,4,,47,211,46,30,23,9,14,0,4,1,1,60,7555
Tommy Milone,CIN,AAA,34,0,2,5.7857133,11,7,0,0,0,0,,18.2,82,18,14,12,3,8,0,0,2,0,19,7608
Wily Peralta,DET,AAA,32,1,0,2.745762268,6,6,0,0,0,0,,19.2,80,15,6,6,2,8,0,1,1,0,21,7738
Mike Fiers,OAK,AAA,36,0,1,16.19996794,1,1,0,0,0,0,,1.2,10,3,3,3,0,1,0,1,0,0,2,7754
Andrew Albers,MIN,AAA,35,6,4,3.857142857,16,15,0,0,0,0,,91,394,109,49,39,12,9,0,4,3,1,78,7853
Josh Lindblom,MIL,AAA,34,5,4,3.137324281,20,18,0,0,0,0,,94.2,405,93,35,33,9,26,1,2,6,0,103,7882
Marcus Walden,CHC,AAA,32,6,4,4.784809664,34,3,0,0,0,5,,52.2,241,62,34,28,9,22,1,2,1,0,53,8004
Steven Wright,PIT,AAA,36,4,7,6.678947905,18,12,0,0,1,0,,63.1,304,74,51,47,5,44,0,4,5,1,70,8185
David Robertson,TBR,AAA,36,0,0,0,6,0,0,0,0,0,,6,22,4,1,0,0,1,0,1,1,0,12,8241
AJ Ramos,LAA,AAA,34,0,2,5.151315272,40,0,0,0,2,0,,50.2,234,52,33,29,8,25,1,3,4,0,73,8350
Homer Bailey,OAK,AAA,35,1,5,5.801653624,10,10,0,0,0,0,,40.1,180,45,27,26,4,13,0,1,3,0,39,8362
Pedro Florimon,SDP,AAA,34,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,1,8385
Justin Miller,STL,AAA,34,1,0,1.472727528,15,1,0,0,5,1,,18.1,72,12,4,3,1,4,1,1,2,0,33,8580
Tanner Roark,ATL,AAA,34,4,1,2.136690882,24,3,0,0,3,1,,46.1,188,38,11,11,2,16,0,3,3,0,44,8753
Cesar Valdez,BAL,AAA,36,0,1,1.74193602,8,0,0,0,0,1,,10.1,40,7,3,2,0,3,1,1,0,0,9,9013
Adam Warren,NYY,AAA,33,4,3,3.053571429,36,1,0,0,2,3,,56,244,51,22,19,5,28,2,4,3,0,58,9029
John Axford,TOR,AAA,38,1,0,0.843749749,9,0,0,0,2,0,,10.2,37,2,1,1,0,3,0,0,1,0,14,9059
Kyle Lobstein,WSN,AAA,31,3,0,2.785714286,34,0,0,0,0,2,,42,181,39,14,13,2,15,0,5,4,0,39,9178
Josh Tomlin,ATL,AAA,36,0,0,9,1,0,0,0,0,0,,3,14,4,3,3,1,1,0,0,2,0,2,9388
Zac Rosscup,COL,AAA,33,1,0,2.25,28,0,0,0,5,0,,28,117,18,8,7,1,13,0,3,7,0,41,9419
Ryan Buchter,ARI,AAA,34,0,0,3.375,16,0,0,0,6,2,,16,69,13,6,6,1,7,0,1,0,1,20,9456
Austin Bibens-Dirkx,LAD,AAA,36,10,6,4.940063567,23,16,0,0,0,0,,105.2,468,126,67,58,12,25,0,3,1,0,84,9559
Brian Moran,TBR,AAA,32,0,0,2.473282155,46,0,0,0,1,1,,43.2,175,29,15,12,1,11,1,9,2,0,59,9646
Vidal Nuno,LAD,AAA,33,5,1,7.2,15,6,0,0,0,0,,45,201,54,36,36,9,11,0,3,0,0,36,9674
James Jones,TEX,AAA,32,2,2,5.142857143,21,0,0,0,0,0,,21,92,21,13,12,4,10,0,1,1,1,24,9767
Joe Beimel,SDP,AAA,44,0,1,5.40000206,7,0,0,0,0,0,,8.1,36,11,5,5,4,3,0,0,0,0,8,979
Miles Mikolas,STL,AAA,32,1,1,2.32758659,5,5,0,0,0,0,,19.1,73,17,5,5,2,3,0,0,1,0,13,9803
Brandon Snyder,WSN,AAA,34,0,0,18.6923214,4,0,0,0,0,0,,4.1,27,12,9,9,4,2,0,0,0,0,2,9856
Chaz Roe,TBR,AAA,34,0,0,7.105266724,7,0,0,0,0,0,,6.1,28,6,6,5,0,3,0,0,0,0,7,9866
Chris Rusin,COL,AAA,34,0,0,10.40625,30,0,0,0,0,0,,32,160,50,38,37,14,14,0,3,3,0,23,9895
Brandon Kintzler,PHI,AAA,36,0,0,0,2,0,0,0,0,0,,2,7,0,0,0,0,1,0,0,0,0,0,9939
Ryan Smith,LAA,AAA,23,0,1,14,2,2,0,0,0,0,,9,46,16,14,14,4,2,0,0,0,0,10,sa1159711
Adam Leverett,PHI,AAA,22,1,0,4,2,2,0,0,0,0,,9,35,8,4,4,2,3,0,0,0,0,8,sa1169991
West Tunnell,ARI,AAA,27,0,0,5.785716256,10,0,0,0,0,0,,9.1,50,11,8,6,0,9,0,2,5,0,9,sa3002749
Edward Cuello,LAD,AAA,22,1,0,9.765955465,13,1,0,0,0,0,,15.2,74,22,17,17,6,5,0,1,0,0,11,sa3002795
Miguel Romero,OAK,AAA,27,3,6,6.404652072,26,13,0,0,1,1,,71.2,329,83,55,51,14,32,1,7,2,1,54,sa3003109
Bryan Sammons,MIN,AAA,26,1,2,5.487804878,10,7,0,0,0,0,,41,190,43,27,25,9,27,0,2,3,0,23,sa3003932
John Parke,CHW,AAA,26,2,3,4.153846154,8,8,0,0,0,0,,39,161,34,21,18,6,10,0,2,0,0,28,sa3003988
Jason Alexander,MIA,AAA,28,0,1,3.115383473,3,3,0,0,0,0,,8.2,38,7,5,3,1,3,0,2,1,0,13,sa3003997
Calvin Faucher,TBR,AAA,25,0,0,2.347826574,8,1,0,0,0,1,,15.1,60,12,4,4,1,6,0,0,1,0,17,sa3004013
Max Roberts,SEA,AAA,23,1,0,3.272727273,7,0,0,0,0,0,,11,59,18,5,4,1,7,0,1,1,0,10,sa3004014
Graham Spraker,TOR,AAA,26,0,0,0,1,0,0,0,0,0,,2,8,2,0,0,0,0,0,0,0,0,3,sa3004024
Collin Snider,KCR,AAA,25,3,2,7.56,18,0,0,0,0,0,,25,121,35,23,21,7,12,1,2,0,0,18,sa3004093
Phoenix Sanders,TBR,AAA,26,5,2,3.318435471,45,0,0,0,2,2,,59.2,230,45,25,22,8,9,0,2,1,0,75,sa3004098
Beau Sulser,PIT,AAA,27,6,7,4.909090909,23,21,0,0,0,0,,110,499,130,69,60,17,45,1,4,9,0,91,sa3004099
JP Sears,NYY,AAA,25,4,0,3.566038249,7,7,0,0,0,0,,35.1,139,30,15,14,4,9,0,0,1,0,44,sa3004100
Addison Russ,NYY,AAA,26,0,0,8.735296568,8,0,0,0,0,0,,11.1,57,12,11,11,2,14,0,0,4,0,13,sa3004106
Zack Kelly,BOS,AAA,26,1,0,3.951218593,10,0,0,0,1,1,,13.2,60,13,6,6,1,5,0,1,3,1,19,sa3004118
Angel Lopez Alvarez,CLE,AAA,24,0,0,3,3,0,0,0,0,0,,3,16,4,1,1,0,2,0,1,0,0,1,sa3004167
Austin Listi,PHI,AAA,27,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,0,sa3004170
Matt Batten,SDP,AAA,26,0,0,16.43477579,5,0,0,0,0,0,,7.2,40,17,14,14,5,1,0,1,0,0,2,sa3004179
Connor Johnstone,ATL,AAA,26,3,7,5.130000783,30,15,0,0,0,0,,66.2,263,65,41,38,15,7,0,0,1,0,43,sa3004190
Dylan File,MIL,AAA,25,2,4,5.273436871,9,9,0,0,0,0,,42.2,186,53,26,25,7,12,0,1,0,0,36,sa3004197
Riley O'Brien,CIN,AAA,26,7,7,4.681114993,22,21,0,0,0,0,,107.2,467,90,58,56,16,53,1,9,6,0,116,sa3004210
Blake Weiman,PIT,AAA,25,4,0,4.909091528,31,0,0,0,0,0,,40.1,168,35,23,22,10,10,0,5,3,0,35,sa3004211
Alex Manasa,PIT,AAA,23,0,0,13.4999827,1,0,0,0,0,0,,2.2,15,4,4,4,0,3,0,0,1,0,3,sa3004213
Hunter Stratton,PIT,AAA,24,0,2,4.339284975,15,0,0,0,0,1,,18.2,85,18,11,9,2,11,0,1,1,1,22,sa3004216
Caleb Boushley,SDP,AAA,27,3,8,5.85,16,15,1,0,0,0,,80,361,98,58,52,21,21,0,4,1,0,73,sa3004226
Evan Kruczynski,STL,AAA,26,2,0,6.230770373,17,0,0,0,0,0,,17.1,77,13,12,12,5,14,0,2,2,0,20,sa3004341
Zach Draper,CLE,AAA,26,0,0,8.307698402,4,0,0,0,0,0,,4.1,23,6,4,4,1,4,0,0,1,0,4,sa3004355
Tommy Romero,TBR,AAA,23,5,2,3.783439858,10,10,0,0,0,0,,52.1,207,34,22,22,7,18,0,2,2,0,59,sa3004469
Taylor Ahearn,LAA,AAA,26,0,2,10.28571429,2,2,0,0,0,0,,7,42,14,9,8,1,5,0,1,0,0,7,sa3004485
Josh Walker,NYM,AAA,26,1,3,5.185430988,9,9,0,0,0,0,,50.1,206,43,31,29,5,18,0,0,0,0,33,sa3004488
Marcus Reyes,TOR,AAA,26,0,0,27,1,0,0,0,0,0,,1,6,3,3,3,2,0,0,0,0,0,1,sa3004489
Austin Warner,STL,AAA,27,6,2,3.308823529,37,4,0,0,1,0,,68,274,50,28,25,8,21,1,5,2,1,72,sa3004494
Kyle Johnston,TOR,AAA,24,0,0,1.350000322,10,3,0,0,0,0,,13.1,49,8,2,2,1,2,0,2,1,0,9,sa3004571
Drew Strotman,TBR,AAA,24,9,3,4.707237078,22,21,0,0,0,1,,101.1,446,97,56,53,12,55,0,2,5,0,98,sa3004584
Ron Marinaccio,NYY,AAA,25,0,0,1.741935216,13,0,0,0,1,0,,20.2,80,10,5,4,0,6,0,2,0,1,31,sa3004593
Alex FaGalde,STL,AAA,27,1,0,4.764707219,8,0,0,0,0,0,,11.1,54,8,7,6,2,13,0,0,1,0,9,sa3004602
Hans Crouse,PHI,AAA,22,0,0,6.230773802,1,1,0,0,0,0,,4.1,20,5,3,3,1,3,0,0,0,0,6,sa3004642
Shawn Semple,NYY,AAA,25,0,1,27,2,2,0,0,0,0,,3,25,7,10,9,0,7,0,1,0,0,0,sa3004661
Aaron Leasher,SDP,AAA,25,0,1,9,4,3,0,0,0,0,,12,62,19,13,12,2,5,0,2,0,0,10,sa3004701
Jason Bahr,TEX,AAA,26,2,1,9.791209817,18,5,0,0,0,1,,30.1,157,36,34,33,8,29,0,4,1,1,36,sa3004744
Shane Baz,TBR,AAA,22,3,0,1.760869565,10,10,0,0,0,0,,46,178,28,10,9,6,11,0,5,2,0,64,sa3004765
John Russell,SFG,AAA,25,0,0,6.74999135,2,0,0,0,0,0,,2.2,12,2,2,2,0,3,0,0,0,0,3,sa3004771
Jakob Hernandez,PHI,AAA,25,3,2,4.655172414,24,0,0,0,2,0,,29,128,27,17,15,2,14,1,1,3,0,31,sa3004823
David Parkinson,PHI,AAA,25,1,11,7.927660089,20,18,0,0,0,0,,78.1,375,109,73,69,16,28,0,4,1,0,68,sa3004857
Kyle Dohy,PHI,AAA,24,0,0,8.437505029,6,0,0,0,0,0,,5.1,34,4,5,5,1,12,0,2,3,0,9,sa3004861
Marcel Renteria,NYM,AAA,26,4,0,9,14,0,0,0,0,0,,19,95,16,21,19,2,14,0,4,3,2,28,sa3005016
Marcelo Martinez,KCR,AAA,24,4,7,5.547945205,16,15,0,0,0,0,,73,324,82,49,45,17,24,0,2,1,0,77,sa3005060
MacKenzie Gore,SDP,AAA,22,0,2,5.85,6,6,0,0,0,0,,20,96,24,17,13,3,12,0,1,1,0,18,sa3005068
Marshall Kasowski,LAD,AAA,26,0,0,2.25,4,0,0,0,0,0,,4,19,3,1,1,0,5,0,0,0,0,5,sa3005114
Hunter Greene,CIN,AAA,21,5,8,4.132653383,14,14,0,0,0,0,,65.1,276,59,35,30,11,25,0,4,2,0,79,sa3005315
Matt Tabor,ARI,AAA,22,1,4,11.57142714,6,6,0,0,0,0,,25.2,124,37,34,33,10,11,0,3,0,1,16,sa3005334
Ray Kerr,SEA,AAA,26,0,0,2.571428571,8,0,0,0,1,1,,7,30,3,2,2,0,4,1,2,1,0,12,sa3005362
Manuel Alvarez,CLE,AAA,25,0,2,16.19999228,8,1,0,0,0,0,,6.2,45,7,15,12,0,14,0,5,3,0,8,sa3005410
Daysbel Hernandez,ATL,AAA,24,0,1,7.941172016,6,0,0,0,0,1,,5.2,25,5,5,5,1,3,0,1,1,0,7,sa3006065
David Lebron,BAL,AAA,27,0,0,4.15384463,4,0,0,0,1,1,,8.2,38,8,4,4,0,5,0,0,1,0,12,sa3006695
Josh Green,ARI,AAA,25,8,4,7.552447955,24,15,0,0,0,0,,95.1,453,145,81,80,20,29,0,11,2,1,60,sa3006701
Lane Ramsey,CHW,AAA,24,1,4,4.790321844,18,2,0,0,0,0,,20.2,92,21,11,11,2,11,0,0,5,0,21,sa3006774
Penn Murfee,SEA,AAA,27,1,1,5.318181818,12,4,0,0,0,0,,22,99,19,13,13,2,15,0,2,1,1,28,sa3006775
Steven Wilson,SDP,AAA,26,3,0,2.801887196,24,0,0,0,0,1,,35.1,137,18,13,11,7,11,0,2,1,0,57,sa3006795
Andres Nunez,KCR,AAA,25,0,0,8.265307731,13,0,0,0,0,0,,16.1,74,18,16,15,3,7,0,3,1,0,17,sa3006796
Matt Frisbee,SFG,AAA,24,1,6,7.641509434,11,9,0,0,0,0,,53,255,77,50,45,16,18,0,2,0,0,46,sa3006801
Cole Uvila,TEX,AAA,27,0,0,8.844829041,12,0,0,0,0,0,,19.1,96,27,21,19,2,15,0,0,0,0,15,sa3006804
Connor Higgins,LAA,AAA,24,0,1,13.4999908,6,0,0,0,0,0,,4.2,27,4,7,7,1,11,0,0,2,0,3,sa3006808
Adam Scott,CLE,AAA,25,0,1,15,1,1,0,0,0,0,,3,17,4,5,5,2,4,0,0,0,0,4,sa3006826
Cam Alldred,PIT,AAA,24,0,0,2.076924601,2,0,0,0,0,0,,4.1,20,4,2,1,2,2,0,1,0,0,3,sa3006833
Tyler Joyner,BAL,AAA,25,0,1,8.099996138,6,0,0,0,0,0,,6.2,34,10,7,6,0,3,0,0,0,0,4,sa3006836
Jack Conley,PHI,AAA,24,0,0,9,1,0,0,0,0,0,,1,6,1,1,1,0,2,0,0,0,0,1,sa3006857
Reagan Todd,COL,AAA,25,0,0,3.176468806,6,0,0,0,0,0,,5.2,24,5,2,2,0,4,0,0,0,0,9,sa3006946
Peter Strzelecki,MIL,AAA,26,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,1,0,0,0,0,1,sa3006947
Jojanse Torres,HOU,AAA,25,0,3,7.322032715,8,5,0,0,0,0,,19.2,94,19,17,16,4,19,0,0,0,0,23,sa3006955
Austin Hansen,HOU,AAA,24,0,2,7.363635452,9,6,0,0,1,0,,25.2,120,23,21,21,7,23,0,0,4,0,27,sa3006956
Dylan Coleman,KCR,AAA,24,4,0,3.545454545,27,0,0,0,3,2,,33,135,19,16,13,2,17,1,3,6,1,56,sa3006957
Brooks Wilson,ATL,AAA,25,0,0,9,1,0,0,0,1,0,,1,5,1,1,1,0,1,0,1,0,0,1,sa3006966
Clayton Andrews,MIL,AAA,24,1,1,4.821430214,7,0,0,0,0,0,,9.1,42,6,7,5,1,6,0,1,1,0,11,sa3007226
Robert Broom,CLE,AAA,24,2,3,5.2,41,3,0,0,2,3,,45,203,43,26,26,8,21,0,12,1,0,47,sa3007235
Shawn Dubin,HOU,AAA,25,4,3,4.204917507,13,7,0,0,1,0,,40.2,164,32,19,19,4,16,0,2,1,0,60,sa3007248
Brady Feigl,OAK,AAA,25,1,1,6.622640318,4,4,0,0,0,0,,17.2,78,18,13,13,4,10,0,1,0,0,15,sa3007455
Kyle Glogoski,PHI,AAA,22,0,1,54,1,1,0,0,0,0,,1,9,2,6,6,1,3,0,1,0,0,3,sa3007464
Matthew Willrodt,SEA,AAA,23,1,0,0,1,0,0,0,0,0,,1.2,7,0,0,0,0,2,0,0,0,0,1,sa3007478
Joe Jacques,PIT,AAA,26,3,1,4.3125,37,0,0,0,1,2,,48,214,48,25,23,5,20,0,8,3,0,53,sa3007493
Josh Maciejewski,NYY,AAA,25,0,2,6.5,4,4,0,0,0,0,,18,91,24,14,13,3,10,0,1,2,0,11,sa3007581
Sean Boyle,NYY,AAA,24,2,0,0.586956643,3,1,1,1,0,0,,15.1,57,6,1,1,0,2,0,3,1,0,14,sa3007618
Thomas Parsons,STL,AAA,25,2,6,5.985849918,22,9,0,0,1,0,,70.2,305,81,47,47,18,24,0,0,2,0,67,sa3007624
Jon Rosoff,DET,AAA,26,0,0,27.00026956,1,0,0,0,0,0,,0.1,3,2,1,1,0,0,0,0,1,0,0,sa3007635
Kevin Smith,BAL,AAA,24,3,5,5.675159787,14,13,0,0,0,0,,52.1,246,52,35,33,13,37,0,5,6,0,63,sa3007710
Jack Perkins,PHI,AAA,23,0,2,4.764705882,4,4,0,0,0,0,,17,77,20,9,9,2,5,0,2,0,0,18,sa3007713
Victor Vargas,PHI,AAA,20,1,0,0,1,1,0,0,0,0,,5,19,2,0,0,0,2,0,0,0,0,3,sa3007724
Ethan DeCaster,DET,AAA,26,0,0,7.714280459,4,0,0,0,0,0,,4.2,24,7,4,4,0,2,0,1,0,0,5,sa3007732
Ryan Weiss,ARI,AAA,24,4,1,4.558440994,18,0,0,0,0,1,,25.2,113,25,15,13,1,13,0,0,1,0,33,sa3007778
Andrew Mitchell,NYM,AAA,26,0,0,9,5,0,0,0,0,0,,10,46,13,10,10,3,6,0,0,1,0,9,sa3007801
Miller Hogan,TBR,AAA,24,1,0,27,1,0,0,0,0,1,,1,6,3,3,3,2,0,0,0,0,0,2,sa3007806
Austin Ross,PHI,AAA,26,1,0,1.038461158,7,1,0,0,0,0,,8.2,36,3,2,1,0,6,0,0,0,0,12,sa3007817
Jackson Rees,TOR,AAA,26,0,0,3.374995675,3,0,0,0,0,0,,2.2,13,2,2,1,0,4,0,0,1,0,2,sa3007818
Jonathan Bermudez,HOU,AAA,25,2,0,1.459459271,5,4,0,0,0,0,,24.2,96,14,5,4,2,8,0,0,1,0,30,sa3007832
Keegan Curtis,ARI,AAA,25,1,1,2.84210669,7,0,0,0,1,1,,6.1,27,6,3,2,0,4,0,1,0,0,5,sa3007833
Durbin Feltman,BOS,AAA,24,2,1,2.531250377,14,0,0,0,1,0,,21.1,84,17,6,6,2,4,0,0,0,0,22,sa3007959
Blake Whitney,CHC,AAA,25,0,1,11.17241012,7,0,0,0,0,0,,9.2,51,11,13,12,3,11,0,2,2,0,14,sa3007966
Zack Leban,MIA,AAA,25,0,1,4.5,4,0,0,0,0,0,,8,35,7,4,4,1,7,0,0,0,0,8,sa3007967
Sean Hjelle,SFG,AAA,24,1,4,6.081081081,7,7,0,0,0,0,,37,174,51,32,25,4,19,1,0,1,0,23,sa3007989
Josh Winder,MIN,AAA,24,1,0,4.67307778,4,4,0,0,0,0,,17.1,67,14,9,9,4,3,0,0,0,0,15,sa3007993
Brett Conine,HOU,AAA,24,7,3,5.4,22,16,0,0,1,0,,90,404,91,60,54,15,39,0,12,5,1,75,sa3008024
Ethan Evanko,PHI,AAA,26,3,1,4.242857721,10,1,0,0,0,0,,23.1,95,21,12,11,3,8,0,1,0,0,17,sa3008037
Ben Onyshko,SEA,AAA,24,0,0,7.714288342,6,1,0,0,0,0,,9.1,50,10,9,8,3,9,0,3,1,0,20,sa3008096
Jake Bird,COL,AAA,25,4,1,4.747253245,23,1,0,0,0,1,,30.1,135,31,16,16,2,16,0,2,4,0,27,sa3008097
Ethan Roberts,CHC,AAA,23,3,2,4.95,14,0,0,0,0,1,,20,88,16,12,11,0,8,2,2,1,0,24,sa3008132
John O'Reilly,PIT,AAA,25,0,1,5.90625088,13,0,0,0,1,0,,21.1,97,33,14,14,2,4,0,0,1,0,7,sa3008134
Matthew Liberatore,STL,AAA,21,7,9,4.446107988,19,17,0,0,0,0,,111.1,467,114,64,55,19,29,0,4,3,1,106,sa3008163
Nolan Kingham,ATL,AAA,24,0,5,10.1250011,7,6,0,0,0,1,,29.1,147,46,33,33,9,14,0,2,0,0,20,sa3008224
Ryan Rolison,COL,AAA,23,1,2,7.258064516,7,7,0,0,0,0,,31,144,38,25,25,6,13,1,3,1,0,29,sa3008244
J.P. France,HOU,AAA,26,5,1,3.532710532,15,12,0,0,0,0,,71.1,308,57,34,28,12,36,0,2,5,0,95,sa3008310
Colton Eastman,PHI,AAA,24,0,1,7.560002884,2,2,0,0,0,0,,8.1,38,11,7,7,1,3,0,0,1,0,5,sa3008312
Jose Quezada,SDP,AAA,25,0,1,11.57142069,5,0,0,0,0,1,,4.2,25,4,6,6,1,5,0,2,0,0,6,sa3008375
Blaine Knight,BAL,AAA,25,0,1,6.27907116,4,2,0,0,1,0,,14.1,68,17,10,10,2,7,0,2,0,0,8,sa3008532
Kyle Bradish,BAL,AAA,24,4,5,4.695652797,19,17,0,0,0,0,,76.2,340,79,44,40,10,36,1,0,10,0,94,sa3008605
Bryan Pall,SEA,AAA,25,0,1,13.49999505,5,2,0,0,0,0,,8.2,46,13,13,13,4,9,0,0,0,0,11,sa3008614
Cody Morris,CLE,AAA,24,2,1,0.952941283,7,6,0,0,0,0,,28.1,109,20,7,3,0,8,0,0,1,0,38,sa3008653
Shumpei Yoshikawa,ARI,AAA,26,0,0,0,1,0,0,0,0,0,,0.1,2,0,0,0,0,1,0,0,0,0,0,sa3008654
